heading,short number, Simapro group,Unit,Process,Total eco-cost (euro),kgCO2e,,,
chemicals,A.030.24.108,"Materials, chemicals, pesticides, herbicides",kg ,"Cyanazine (2-[[4-Chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino]-2-methylpropanenitri",1.349632785,8.063032331,,,
chemicals,A.030.24.109,"Materials, chemicals, pesticides, herbicides",kg ,"Dicamba (3,6-Dichloro-2-methoxybenzoic acid)",1.947714794,12.11064586,,,
chemicals,A.030.24.110,"Materials, chemicals, pesticides, herbicides",kg ,"Dinoseb (2-(Butan-2-yl)-4,6-dinitrophenol)",0.674357694,4.010003083,,,
chemicals,A.030.24.111,"Materials, chemicals, pesticides, herbicides",kg ,"Diquat (6,7-dihydrodipyrido[1,2-a:2',1'-c]pyrazine-5,8-diium dibromide)",3.429524204,22.16076692,,,
chemicals,A.030.24.112,"Materials, chemicals, pesticides, herbicides",kg ,"Diuron, DCMU (3-(3,4-dichlorophenyl)-1,1-dimethylurea)",1.545258837,9.44107218,,,
chemicals,A.030.24.113,"Materials, chemicals, pesticides, herbicides",kg ,EPTC ( S-Ethyl dipropylthiocarbamate),1.463672354,8.882366917,,,
chemicals,A.030.24.114,"Materials, chemicals, pesticides, herbicides",kg ,Fluazifop-butyl ( (2R)-2-(4-([5-(trifluoromethyl)-2-pyridyl]oxy)phenoxy)propanoic aci,5.717115112,33.93910075,,,
chemicals,A.030.24.115,"Materials, chemicals, pesticides, herbicides",kg ,"Fluometuron (N,N-Dimethyl-N'-[3-(trifluoromethyl)phenyl]urea)",2.132669043,13.12218722,,,
chemicals,A.030.24.116,"Materials, chemicals, pesticides, herbicides",kg ,Glyphosate (N-(Phosphonomethyl)glycine),3.682897523,22.82069925,,,
chemicals,A.030.24.117,"Materials, chemicals, pesticides, herbicides",kg ,"Linuron (3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea)",1.630192476,9.924009023,,,
chemicals,A.030.24.118,"Materials, chemicals, pesticides, herbicides",kg ,MCPA (2-methyl-4-chlorophenoxyacetic acid),1.126973789,6.775539624,,,
chemicals,A.030.24.119,"Materials, chemicals, pesticides, herbicides",kg ,Metolachlor ((RS)-2-Chloro-N-(2-ethyl-6-methyl-phenyl)-N-(1-methoxypropan-2-yl)acetam,2.067018968,12.55938797,,,
chemicals,A.030.24.120,"Materials, chemicals, pesticides, herbicides",kg ,"Paraquat (1,1'-Dimethyl[4,4'-bipyridine]-1,1'-diium dichloride)",3.944439042,25.14189173,,,
chemicals,A.030.24.121,"Materials, chemicals, pesticides, herbicides",kg ,Propachlor (2-Chloro-N-phenyl-N-(propan-2-yl)acetamide),2.122661664,12.93553534,,,
chemicals,A.030.24.122,"Materials, chemicals, pesticides, herbicides",kg ,"Propanil (N-(3,4-Dichlorophenyl)propanamide)",1.611290195,10.15964211,,,
chemicals,A.030.24.123,"Materials, chemicals, pesticides, herbicides",kg ,"Trifluralin (2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline)",1.195471168,7.200308947,,,
chemicals,A.030.25.101,"Materials, chemicals, pesticides, insecticides",kg ,Carbaryl (Naphthalen-1-yl methylcarbamate),0.955180573,5.925614361,,,
chemicals,A.030.25.102,"Materials, chemicals, pesticides, insecticides",kg ,"Carbofuran (2,2-Dimethyl-2,3-dihydro-1-benzofuran-7-yl methylcarbamate)",3.580720251,21.02937218,,,
chemicals,A.030.25.103,"Materials, chemicals, pesticides, insecticides",kg ,"Chlordimeform (N'-(4-chloro-2-methylphenyl)-N,N-dimethylmethanimidamide)",1.776130219,10.92538496,,,
chemicals,A.030.25.104,"Materials, chemicals, pesticides, insecticides",kg ,"Cypermethrin ([Cyano-(3-phenoxyphenyl)methyl]3-(2,2-dichloroethenyl)-2,2-dimethylcycl",5.167067621,32.59370301,,,
chemicals,A.030.25.105,"Materials, chemicals, pesticides, insecticides",kg ,"Lindane (Hexachlorocyclohexane, or benzene hexachloride, BHC)",0.632551521,3.897510752,,,
chemicals,A.030.25.106,"Materials, chemicals, pesticides, insecticides",kg ,Malathion (Diethyl 2-[(dimethoxyphosphorothioyl)sulfanyl]butanedioate),1.613178259,9.802715038,,,
chemicals,A.030.25.107,"Materials, chemicals, pesticides, insecticides",kg ,"Methoxychlor (1,1'-(2,2,2-Trichloroethane-1,1-diyl)bis(4-methoxybenzene))",0.818478238,5.151452782,,,
chemicals,A.030.25.108,"Materials, chemicals, pesticides, insecticides",kg ,"Methyl  parathion (O,O-Dimethyl O-4-nitrophenyl phosphorothioate)",1.21546862,7.473527143,,,
chemicals,A.030.25.109,"Materials, chemicals, pesticides, insecticides",kg ,"Parathion (O,O-Diethyl O-(4-nitrophenyl) phosphorothioate)",1.037304921,6.425513985,,,
chemicals,A.030.25.110,"Materials, chemicals, pesticides, insecticides",kg ,"Phorate (O,O-Diethyl S-[(ethylsulfanyl)methyl] phosphorodithioate)",1.525171829,9.256394737,,,
chemicals,A.030.25.111,"Materials, chemicals, pesticides, insecticides",kg ,Toxaphene (Polychlorocamphene),0.623861856,3.880632105,,,
chemicals,A.030.26.101,"Materials, chemicals, printing ink",kg ,"Printing Ink, Black, conventional",0.664365822,1.828952932,,,
chemicals,A.030.26.102,"Materials, chemicals, printing ink",kg ,"Printing Ink, Black, UV, inkjet",2.093610751,4.710377143,,,
chemicals,A.030.26.103,"Materials, chemicals, printing ink",kg ,"Printing Ink, Magenta, conventional",0.940638406,1.865902632,,,
chemicals,A.030.26.104,"Materials, chemicals, printing ink",kg ,"Printing Ink, Magenta, UV, inkjet",2.128810129,4.715196617,,,
chemicals,A.030.26.105,"Materials, chemicals, printing ink",kg ,"Printing Ink, Varnish, conventional",1.015575582,2.981594286,,,
chemicals,A.030.26.106,"Materials, chemicals, printing ink",kg ,"Printing Ink, White, UV, inkjet",2.280623221,4.611396692,,,
chemicals,A.030.28.101,"Materials, chemicals, refrigerants",kg ,R-1234 yf,0.302643736,0.104751248,,,
chemicals,A.030.28.102,"Materials, chemicals, refrigerants",kg ,R-134a,0.220207682,0.038316904,,,
chemicals,A.030.28.103,"Materials, chemicals, refrigerants",kg ,R-744 (CO2),0.086491673,0.54380882,,,
chemicals,A.030.30.101,"Materials, chemicals, washing agents, auxiliaries",kg ,Carboxymethyl cellulose,0.818087862,4.675806842,,,
chemicals,A.030.30.102,"Materials, chemicals, washing agents, auxiliaries",kg ,"Fluorescent whitening agent, DAS1, triazinylaminostilben type",5.095102707,12.3659594,,,
chemicals,A.030.30.103,"Materials, chemicals, washing agents, auxiliaries",kg ,"Fluorescent whitening agent, distyrylbiphenyl type",7.313131047,25.46971203,,,
chemicals,A.030.30.104,"Materials, chemicals, washing agents, auxiliaries",kg ,Sodium dodecylbenzenesulfonate,0.288435504,1.958132932,,,
chemicals,A.030.36.101,"Materials, chemicals, washing agents, precursors",kg ,3-dimethylamino-propylamine,0.799524905,5.421585639,,,
chemicals,A.030.36.102,"Materials, chemicals, washing agents, precursors",kg ,Aminoethylethanol-amine,0.485574834,3.307464662,,,
chemicals,A.030.36.103,"Materials, chemicals, washing agents, precursors",kg ,Beef tallow,0.404500349,2.903708346,,,
chemicals,A.030.36.104,"Materials, chemicals, washing agents, precursors",kg ,C16–C18 fatty alcohol (palm oil),0.295634777,2.129436767,,,
chemicals,A.030.36.105,"Materials, chemicals, washing agents, precursors",kg ,C16–C18 fatty alcohol (tallow),0.456624433,3.255494211,,,
chemicals,A.030.36.106,"Materials, chemicals, washing agents, precursors",kg ,Chloroacetic acid (2),0.239538386,1.61839,,,
chemicals,A.030.36.107,"Materials, chemicals, washing agents, precursors",kg ,Coconut oil methyl ester,0.110282187,0.764340526,,,
chemicals,A.030.36.108,"Materials, chemicals, washing agents, precursors",kg ,Cumene,0.202389584,1.374891203,,,
chemicals,A.030.36.109,"Materials, chemicals, washing agents, precursors",kg ,Diethanolamine,0.363372196,2.46959015,,,
chemicals,A.030.36.110,"Materials, chemicals, washing agents, precursors",kg ,Dimethylamine (2),0.499495424,3.393851353,,,
chemicals,A.030.36.111,"Materials, chemicals, washing agents, precursors",kg ,Dimethylsulfate,0.193742228,1.310291203,,,
chemicals,A.030.36.112,"Materials, chemicals, washing agents, precursors",kg ,Ethylene oxide (2),0.263929566,1.790217669,,,
chemicals,A.030.36.113,"Materials, chemicals, washing agents, precursors",kg ,Hydrogen peroxide,0.408545775,2.761990301,,,
chemicals,A.030.36.114,"Materials, chemicals, washing agents, precursors",kg ,Palm kernel oil methyl ester,0.25346179,1.831830075,,,
chemicals,A.030.36.115,"Materials, chemicals, washing agents, precursors",kg ,Palm oil methyl ester,0.235673833,1.711482857,,,
chemicals,A.030.36.116,"Materials, chemicals, washing agents, precursors",kg ,Triethanolamine,0.496499439,3.374428195,,,
chemicals,A.030.38.101,"Materials, chemicals, washing agents, surfactants",kg ,C12–C13 sodium alkyl ether sulphate. 2 EO,0.399777376,2.709052707,,,
chemicals,A.030.38.102,"Materials, chemicals, washing agents, surfactants",kg ,C12–C14 alcohol ethoxylate. 3 EO,0.301911783,2.115591353,,,
chemicals,A.030.38.103,"Materials, chemicals, washing agents, surfactants",kg ,C12–C14 alcohol ethoxylate. 7 EO,0.337753375,2.326778496,,,
chemicals,A.030.38.104,"Materials, chemicals, washing agents, surfactants",kg ,C12–C14 amine oxide,0.419210367,2.920101955,,,
chemicals,A.030.38.105,"Materials, chemicals, washing agents, surfactants",kg ,C12–C14 sodium alkyl ether sulphate. 2 EO,0.297491964,2.045338571,,,
chemicals,A.030.38.106,"Materials, chemicals, washing agents, surfactants",kg ,C12–C14 sodium alkyl sulphate,0.427871925,2.92414,,,
chemicals,A.030.38.107,"Materials, chemicals, washing agents, surfactants",kg ,C12–C15 alcohol ethoxylate. 3 EO,0.440312394,2.986769925,,,
chemicals,A.030.38.108,"Materials, chemicals, washing agents, surfactants",kg ,C12–C15 alcohol ethoxylate. 7 EO,0.381961537,2.590073008,,,
chemicals,A.030.38.109,"Materials, chemicals, washing agents, surfactants",kg ,C16–C18 alcohol ethoxylate. > 20 EO,0.395977605,2.713420075,,,
chemicals,A.030.38.110,"Materials, chemicals, washing agents, surfactants",kg ,C16–C18 triethanolamine esterquats,0.47286693,3.198396241,,,
chemicals,A.030.38.111,"Materials, chemicals, washing agents, surfactants",kg ,C8–C18 alkyl amidopropyl betaine,0.523370155,3.579805414,,,
chemicals,A.030.38.112,"Materials, chemicals, washing agents, surfactants",kg ,Cocamide diethanolamine,0.17385703,1.194185414,,,
chemicals,A.030.38.113,"Materials, chemicals, washing agents, surfactants",kg ,Linear alkylbenzene sulphonic acid,0.288435504,1.958132932,,,
chemicals,A.030.38.114,"Materials, chemicals, washing agents, surfactants",kg ,Sodium cocoamphoacetate,0.560784939,3.812953383,,,
chemicals,A.030.38.115,"Materials, chemicals, washing agents, surfactants",kg ,Sodium cumene sulphonate,0.286868123,1.943313759,,,
building materials,A.040.01.101,"Materials, construction, binders ",kg ,Cement (blastfurnace CEM III B 42.5 N),0.074820372,0.461269729,,,
building materials,A.040.01.102,"Materials, construction, binders ",kg ,Cement (Portland CEM I 52.5 N),0.188691616,1.018574436,,,
building materials,A.040.01.103,"Materials, construction, binders ",kg ,Gypsum,0.022153286,0.137640534,,,
building materials,A.040.03.101,"Materials, construction, bitumen  and asphalt",kg ,Bitumen,0.888428046,0.513838474,,,
building materials,A.040.03.102,"Materials, construction, bitumen  and asphalt",kg ,Asphalt,0.283477328,1.051762857,,,
building materials,A.040.05.101,"Materials, construction, bricks ",kg ,"Red Clay Brick, for housing and roads, packed",0.049672553,0.313082707,,,
building materials,A.040.05.102,"Materials, construction, bricks ",kg ,"Concrete blocks, light  (439 kg/m3)",0.043680607,0.251768376,,,
building materials,A.040.05.103,"Materials, construction, bricks ",kg ,Roof tiles,0.05854606,0.407142857,,,
building materials,A.040.05.104,"Materials, construction, bricks ",kg ,"Sand-lime bricks, light (600 kg/m3)",0.021480787,0.15056391,,,
building materials,A.040.07.101,"Materials, construction, concrete",m3 ,Concrete,64.59892096,344.5976466,,,
building materials,A.040.07.102,"Materials, construction, concrete",m3 ,"Concrete (reinforced, 40 kg steel per 1000 kg)",82.00257577,422.5329474,,,
building materials,A.040.09.101,"Materials, construction, insulation",kg ,cork slab insulation,0.276970477,1.051848496,,,
building materials,A.040.09.102,"Materials, construction, insulation",kg ,glasswool,0.304898562,1.398496241,,,
building materials,A.040.09.103,"Materials, construction, insulation",kg ,stonewool,0.261157483,1.430803534,,,
building materials,A.040.11.101,"Materials, construction, others",kg ,Blastfurnace slags,0.000766599,0.003346032,,,
building materials,A.040.11.102,"Materials, construction, others",kg ,Clinker,0.135274846,0.960625639,,,
building materials,A.040.11.103,"Materials, construction, others",kg ,Crushed concrete aggregate (recycled),0.00228112,0.008937431,,,
building materials,A.040.11.104,"Materials, construction, others",kg ,Gravel,0.001736864,0.007163837,,,
building materials,A.040.11.105,"Materials, construction, others",kg ,Ground (earthmoving),6.12E-05,0.000253274,,,
building materials,A.040.11.106,"Materials, construction, others",kg ,Linoleum,0.850469137,1.777850677,,,
building materials,A.040.11.107,"Materials, construction, others",kg ,Plasticizers for concrete,0.407280468,2.120300752,,,
building materials,A.040.11.108,"Materials, construction, others",kg ,Sand,0.000615948,0.002621492,,,
building materials,A.040.13.101,"Materials, construction, paints",kg ,"Solvent based paint, transparent, incl evaporation solvent",3.743433458,4.220512256,,,
building materials,A.040.13.102,"Materials, construction, paints",kg ,"Solvent based paint, white, incl evaporation solvent",4.828078545,4.921203308,,,
building materials,A.040.13.103,"Materials, construction, paints",kg ,"Water based paint, transparent",0.811572415,2.549852857,,,
building materials,A.040.13.104,"Materials, construction, paints",kg ,"Water based paint, white",2.520481184,3.61394015,,,
electronics,A.050.04.101,"Materials, electronics, others",p ,AA cell battery (Alkaline),0.032213038,0.07917994,,,
electronics,A.050.04.102,"Materials, electronics, others",p ,AA cell battery (Li-ion),0.182743587,0.202053105,,,
electronics,A.050.04.103,"Materials, electronics, others",p ,"Computer desktop, including 27 inch display",168.2615302,1065.344211,,,
electronics,A.050.04.104,"Materials, electronics, others",p ,"Computer laptop, 15 inch display",80.8752644,481.4415489,,,
electronics,A.050.04.105,"Materials, electronics, others",m ,"Electric cord, 6A (1320W), 3x0.75 mm2, domestic (per m)",0.120974781,0.179893549,,,
electronics,A.050.04.106,"Materials, electronics, others",kg ,"Electric motor, less than 500 W, estimate",1.95195188,2.926863308,,,
electronics,A.050.04.109,"Materials, electronics, others",p ,"LCD flat screen, 27 inch, including casing and electronics",55.84030613,362.2818647,,,
electronics,A.050.04.110,"Materials, electronics, others",kg ,Lead battery cars (39 Wh per kg),0.555983075,0.954166992,,,
electronics,A.050.04.111,"Materials, electronics, others",p ,LED light bulb 8 watt.,1.126487811,1.526087068,,,
electronics,A.050.04.112,"Materials, electronics, others",kg ,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),26.99730484,79.49365414,,,
electronics,A.050.04.113,"Materials, electronics, others",kg ,"Lithium LiFePO4 (145 Wh per kg, incl packaging, excl electronics)",2.996494405,9.18801203,,,
electronics,A.050.04.114,"Materials, electronics, others",kg ,"Lithium NMC 811 (215 Wh per kg, incl packaging, excl electronics)",9.959731174,13.58286541,,,
electronics,A.050.04.115,"Materials, electronics, others",kg ,Mica (fire proof electric insulation) estimate,0.35176843,2.361497368,,,
electronics,A.050.04.116,"Materials, electronics, others",p ,NiCd battery AA-cell,0.284519729,0.240032526,,,
electronics,A.050.04.117,"Materials, electronics, others",p ,NiCd battery C-cell,0.897601301,0.462755947,,,
electronics,A.050.04.118,"Materials, electronics, others",kg ,NiMH battery for laptops (54 Wh per kg),24.70315951,59.93385188,,,
electronics,A.050.04.120,"Materials, electronics, others",kg ,solder Tin/Lead 63/37 solder electronic industry,18.84291781,12.70427218,,,
electronics,A.050.04.121,"Materials, electronics, others",kg ,"solder leadfree electronic industry (Ag3.9, Cu0.6)",49.94502426,22.61022857,,,
electronics,A.050.04.122,"Materials, electronics, others",kg ,solder Lead Tin/Lead  60/40 (normal),18.0594896,12.20091053,,,
electronics,A.050.04.123,"Materials, electronics, others",m2 ,PV cell (Mono-Si) per m2 in Rotterdam,17.77880127,65.05517594,,,
electronics,A.050.06.101,"Materials, electronics, ICs, PCBs and internet",p ,"IC die (not packaged), Logic N28 per cm2",0.152538166,0.916041278,,,
electronics,A.050.06.102,"Materials, electronics, ICs, PCBs and internet",p ,"IC die (not packaged), Logic N20 per cm2",0.157873777,0.949533233,,,
electronics,A.050.06.103,"Materials, electronics, ICs, PCBs and internet",p ,"IC die (not packaged), Logic N14 per cm2",0.167044979,1.005238797,,,
electronics,A.050.06.104,"Materials, electronics, ICs, PCBs and internet",p ,"IC die (not packaged), Logic N10 per cm2",0.19168191,1.155695414,,,
electronics,A.050.06.105,"Materials, electronics, ICs, PCBs and internet",p ,"IC die (not packaged), Logic N7 per cm2",0.253962575,1.534527895,,,
electronics,A.050.06.106,"Materials, electronics, ICs, PCBs and internet",p ,"IC die (not packaged), Logic N5 per cm2",0.267263894,1.606379774,,,
electronics,A.050.06.107,"Materials, electronics, ICs, PCBs and internet",p ,"IC die (not packaged), Logic N3 per cm2",0.301366533,1.806474511,,,
electronics,A.050.06.301,"Materials, electronics, ICs, PCBs and internet",m2 ,PCB = Printed Circuit Board (empty),6.942358925,11.3815015,,,
electronics,A.050.06.302,"Materials, electronics, ICs, PCBs and internet",kg ,"PCB of laptop (including componenets, excluding ICs)",27.53747799,18.69802256,,,
electronics,A.050.06.303,"Materials, electronics, ICs, PCBs and internet",kg ,"PCB of mobile phone (including componenets, excluding ICs)",52.36227146,34.03229474,,,
electronics,A.050.06.304,"Materials, electronics, ICs, PCBs and internet",kg ,"PCB of refrigerator (including componenets, excluding ICs)",5.849597927,5.599676692,,,
