name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text,duplicate_group_key,alternate_version_count,duplicate_sources,duplicate_years,dedupe_note
預拌混凝土(280kgf/cm2，飛灰爐石替代率30％),301.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,亞東預拌混凝土股份有限公司,1,預拌混凝土(280kgf/cm2，飛灰爐石替代率30％) m3 台灣 環保署,預拌混凝土(280kgf/cm2，飛灰爐石替代率30％) | m3 | 301.0,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
精製細砂(25公斤),28.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製細砂(25公斤) kg 台灣 環保署,精製細砂(25公斤) | kg | 28.9,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
精製特砂(50公斤),57.7,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製特砂(50公斤) kg 台灣 環保署,精製特砂(50公斤) | kg | 57.7,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
精製特砂(25公斤),28.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製特砂(25公斤) kg 台灣 環保署,精製特砂(25公斤) | kg | 28.9,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
精製二砂(25公斤),28.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製二砂(25公斤) kg 台灣 環保署,精製二砂(25公斤) | kg | 28.9,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
轉化液糖(20公噸),23800.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,轉化液糖(20公噸) mt 台灣 環保署,轉化液糖(20公噸) | mt | 23800.0,0,Taiwan EPA,2022,
特製液糖(20公噸),23800.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,特製液糖(20公噸) mt 台灣 環保署,特製液糖(20公噸) | mt | 23800.0,0,Taiwan EPA,2022,
單結晶矽電池BIPV鋼板太陽光電模組(24片6吋),182.0,片,片,Taiwan EPA,TW,Taiwan Local,2022,經濟部標準檢驗局,1,單結晶矽電池BIPV鋼板太陽光電模組(24片6吋) 片 台灣 環保署,單結晶矽電池BIPV鋼板太陽光電模組(24片6吋) | 片 | 182.0,0,Taiwan EPA,2022,
單結晶矽電池(6吋),5.9,片,片,Taiwan EPA,TW,Taiwan Local,2022,經濟部標準檢驗局,1,單結晶矽電池(6吋) 片 台灣 環保署,單結晶矽電池(6吋) | 片 | 5.9,0,Taiwan EPA,2022,
玻璃容器,1.15,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,玻璃容器 kg 台灣 環保署,玻璃容器 | kg | 1.15,0,Taiwan EPA,2022,
氮氣，99.9999％,0.123,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,氮氣，99.9999％ kg 台灣 環保署,氮氣，99.9999％ | kg | 0.123,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
氫氧化鈉，32％,0.667,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,氫氧化鈉，32％ kg 台灣 環保署,氫氧化鈉，32％ | kg | 0.667,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
氫氧化鈉，45％,0.675,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,氫氧化鈉，45％ kg 台灣 環保署,氫氧化鈉，45％ | kg | 0.675,0,Taiwan EPA,2022,
潤滑油(未燃燒，2020),1.09,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,潤滑油(未燃燒，2020) kg 台灣 環保署,潤滑油(未燃燒，2020) | kg | 1.09,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
煤油(未燃燒，2020),0.411,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,煤油(未燃燒，2020) l 台灣 環保署,煤油(未燃燒，2020) | l | 0.411,0,Taiwan EPA,2022,
煤油使用(2020),2.98,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,煤油使用(2020) l 台灣 環保署,煤油使用(2020) | l | 2.98,0,Taiwan EPA,2022,
液化石油氣(未燃燒，2020),0.467,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,液化石油氣(未燃燒，2020) l 台灣 環保署,液化石油氣(未燃燒，2020) | l | 0.467,0,Taiwan EPA,2022,
液化石油氣(於固定源使用，2020),2.22,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,液化石油氣(於固定源使用，2020) l 台灣 環保署,液化石油氣(於固定源使用，2020) | l | 2.22,0,Taiwan EPA,2022,
天然氣(未燃燒，2020),0.516,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,天然氣(未燃燒，2020) m3 台灣 環保署,天然氣(未燃燒，2020) | m3 | 0.516,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
天然氣(於固定源使用，2020),2.63,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,天然氣(於固定源使用，2020) m3 台灣 環保署,天然氣(於固定源使用，2020) | m3 | 2.63,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
車用汽油(於移動源使用，2020),3.01,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,車用汽油(於移動源使用，2020) l 台灣 環保署,車用汽油(於移動源使用，2020) | l | 3.01,0,Taiwan EPA,2022,
車用汽油(於固定源使用，2020),2.93,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,車用汽油(於固定源使用，2020) l 台灣 環保署,車用汽油(於固定源使用，2020) | l | 2.93,0,Taiwan EPA,2022,
車用汽油(未燃燒，2020),0.657,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,車用汽油(未燃燒，2020) l 台灣 環保署,車用汽油(未燃燒，2020) | l | 0.657,0,Taiwan EPA,2022,
柴油（於捕撈移動源使用，2020）,3.35,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油（於捕撈移動源使用，2020） l 台灣 環保署,柴油（於捕撈移動源使用，2020） | l | 3.35,0,Taiwan EPA,2022,
柴油（於水路運輸移動源使用，2020）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油（於水路運輸移動源使用，2020） l 台灣 環保署,柴油（於水路運輸移動源使用，2020） | l | 3.36,0,Taiwan EPA,2022,
柴油（於鐵路運輸與非道路運輸移動源使用，2020）,3.61,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2020） l 台灣 環保署,柴油（於鐵路運輸與非道路運輸移動源使用，2020） | l | 3.61,0,Taiwan EPA,2022,
柴油(於公路運輸移動源使用，2020),3.38,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油(於公路運輸移動源使用，2020) l 台灣 環保署,柴油(於公路運輸移動源使用，2020) | l | 3.38,0,Taiwan EPA,2022,
柴油(於固定源使用，2020),3.34,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油(於固定源使用，2020) l 台灣 環保署,柴油(於固定源使用，2020) | l | 3.34,0,Taiwan EPA,2022,
柴油(未燃燒，2020),0.73,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油(未燃燒，2020) l 台灣 環保署,柴油(未燃燒，2020) | l | 0.73,0,Taiwan EPA,2022,
燃料油未燃燒(蒸餘油/重油未燃燒，2020),0.829,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,燃料油未燃燒(蒸餘油/重油未燃燒，2020) l 台灣 環保署,燃料油未燃燒(蒸餘油/重油未燃燒，2020) | l | 0.829,0,Taiwan EPA,2022,
燃料油使用(蒸餘油/重油使用，2020),3.95,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,燃料油使用(蒸餘油/重油使用，2020) l 台灣 環保署,燃料油使用(蒸餘油/重油使用，2020) | l | 3.95,0,Taiwan EPA,2022,
電力間接碳足跡(2020),0.0882,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,電力間接碳足跡(2020) kwh 台灣 環保署,電力間接碳足跡(2020) | kwh | 0.0882,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
電力碳足跡(2020),0.59,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,電力碳足跡(2020) kwh 台灣 環保署,電力碳足跡(2020) | kwh | 0.59,1,MOENV CFP | Taiwan EPA,2022,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
氫氧化鈣(熟石灰),1.59,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,氫氧化鈣(熟石灰) kg 台灣 環保署,氫氧化鈣(熟石灰) | kg | 1.59,0,Taiwan EPA,2021,
精鹽（食用鹽）,0.0688,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,精鹽（食用鹽） kg 台灣 環保署,精鹽（食用鹽） | kg | 0.0688,1,MOENV CFP | Taiwan EPA,2021,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
液化石油氣(於固定源使用，2019),2.22,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,液化石油氣(於固定源使用，2019) l 台灣 環保署,液化石油氣(於固定源使用，2019) | l | 2.22,0,Taiwan EPA,2021,
聚醯胺絲,9.31,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,聚醯胺絲 kg 台灣 環保署,聚醯胺絲 | kg | 9.31,0,Taiwan EPA,2021,
柴油（於鐵路運輸與非道路運輸移動源使用，2019）,3.61,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2019） l 台灣 環保署,柴油（於鐵路運輸與非道路運輸移動源使用，2019） | l | 3.61,0,Taiwan EPA,2021,
天然氣(未燃燒，2019),0.451,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,天然氣(未燃燒，2019) m3 台灣 環保署,天然氣(未燃燒，2019) | m3 | 0.451,1,MOENV CFP | Taiwan EPA,2021,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
聚氯乙烯,3.02,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,聚氯乙烯 kg 台灣 環保署,聚氯乙烯 | kg | 3.02,1,MOENV CFP | Taiwan EPA,2021,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
柴油(於公路運輸移動源使用，2019),3.38,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油(於公路運輸移動源使用，2019) l 台灣 環保署,柴油(於公路運輸移動源使用，2019) | l | 3.38,0,Taiwan EPA,2021,
天然氣(於固定源使用，2019),2.56,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,天然氣(於固定源使用，2019) m3 台灣 環保署,天然氣(於固定源使用，2019) | m3 | 2.56,1,MOENV CFP | Taiwan EPA,2021,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
車用汽油(於移動源使用，2019),3.02,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,車用汽油(於移動源使用，2019) l 台灣 環保署,車用汽油(於移動源使用，2019) | l | 3.02,0,Taiwan EPA,2021,
潤滑油(未燃燒，2019),1.02,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,潤滑油(未燃燒，2019) kg 台灣 環保署,潤滑油(未燃燒，2019) | kg | 1.02,1,MOENV CFP | Taiwan EPA,2021,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
車用汽油(於固定源使用，2019),2.93,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,車用汽油(於固定源使用，2019) l 台灣 環保署,車用汽油(於固定源使用，2019) | l | 2.93,0,Taiwan EPA,2021,
柴油(於固定源使用，2019),3.35,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油(於固定源使用，2019) l 台灣 環保署,柴油(於固定源使用，2019) | l | 3.35,0,Taiwan EPA,2021,
車用汽油(未燃燒，2019),0.66,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,車用汽油(未燃燒，2019) l 台灣 環保署,車用汽油(未燃燒，2019) | l | 0.66,0,Taiwan EPA,2021,
柴油(未燃燒，2019),0.733,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油(未燃燒，2019) l 台灣 環保署,柴油(未燃燒，2019) | l | 0.733,0,Taiwan EPA,2021,
燃料油未燃燒(蒸餘油/重油未燃燒，2019),0.832,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,燃料油未燃燒(蒸餘油/重油未燃燒，2019) l 台灣 環保署,燃料油未燃燒(蒸餘油/重油未燃燒，2019) | l | 0.832,0,Taiwan EPA,2021,
柴油（於捕撈移動源使用，2019）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油（於捕撈移動源使用，2019） l 台灣 環保署,柴油（於捕撈移動源使用，2019） | l | 3.36,0,Taiwan EPA,2021,
煤油(未燃燒，2019),0.413,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,煤油(未燃燒，2019) l 台灣 環保署,煤油(未燃燒，2019) | l | 0.413,0,Taiwan EPA,2021,
燃料油使用(蒸餘油/重油使用，2019),3.95,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,燃料油使用(蒸餘油/重油使用，2019) l 台灣 環保署,燃料油使用(蒸餘油/重油使用，2019) | l | 3.95,0,Taiwan EPA,2021,
煤油使用(2019),2.98,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,煤油使用(2019) l 台灣 環保署,煤油使用(2019) | l | 2.98,0,Taiwan EPA,2021,
柴油（於水路運輸移動源使用，2019）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油（於水路運輸移動源使用，2019） l 台灣 環保署,柴油（於水路運輸移動源使用，2019） | l | 3.36,0,Taiwan EPA,2021,
液化石油氣(未燃燒，2019),0.467,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,液化石油氣(未燃燒，2019) l 台灣 環保署,液化石油氣(未燃燒，2019) | l | 0.467,0,Taiwan EPA,2021,
電力間接碳足跡 (2019),0.0923,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,電力間接碳足跡 (2019) kwh 台灣 環保署,電力間接碳足跡 (2019) | kwh | 0.0923,1,MOENV CFP | Taiwan EPA,2021,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
電力碳足跡(2019),0.601,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,電力碳足跡(2019) kwh 台灣 環保署,電力碳足跡(2019) | kwh | 0.601,1,MOENV CFP | Taiwan EPA,2021,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
鳳梨酥,0.194,顆,顆,Taiwan EPA,TW,Taiwan Local,2020,舊振南食品股份有限公司,1,鳳梨酥 顆 台灣 環保署,鳳梨酥 | 顆 | 0.194,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
銀行臨櫃服務,1.41,每服務人次,每服務人次,Taiwan EPA,TW,Taiwan Local,2020,第一商業銀行股份有限公司,1,銀行臨櫃服務 每服務人次 台灣 環保署,銀行臨櫃服務 | 每服務人次 | 1.41,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
洗潔精(4830ml),5.94,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2020,耐斯企業股份有限公司,1,洗潔精(4830ml) 瓶 台灣 環保署,洗潔精(4830ml) | 瓶 | 5.94,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
洗潔精(965ml),1.32,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2020,耐斯企業股份有限公司,1,洗潔精(965ml) 瓶 台灣 環保署,洗潔精(965ml) | 瓶 | 1.32,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
人身保險服務,8.05,piece,件,Taiwan EPA,TW,Taiwan Local,2020,南山人壽保險股份有限公司,1,人身保險服務 piece 台灣 環保署,人身保險服務 | piece | 8.05,0,Taiwan EPA,2020,
PVC膠帶(0.13mm*18mm*16M),0.28,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,PVC膠帶(0.13mm*18mm*16M) 卷 台灣 環保署,PVC膠帶(0.13mm*18mm*16M) | 卷 | 0.28,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
OPP膠帶(0.043mm*48mm*80M),0.97,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,OPP膠帶(0.043mm*48mm*80M) 卷 台灣 環保署,OPP膠帶(0.043mm*48mm*80M) | 卷 | 0.97,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
PVC膠帶(0.17mm*48mm*12M),0.78,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,PVC膠帶(0.17mm*48mm*12M) 卷 台灣 環保署,PVC膠帶(0.17mm*48mm*12M) | 卷 | 0.78,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
OPP膠帶(0.04mm*48mm*35M),0.52,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,OPP膠帶(0.04mm*48mm*35M) 卷 台灣 環保署,OPP膠帶(0.04mm*48mm*35M) | 卷 | 0.52,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
信用卡,0.873,piece,張,Taiwan EPA,TW,Taiwan Local,2020,玉山商業銀行股份有限公司,1,信用卡 piece 台灣 環保署,信用卡 | piece | 0.873,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
環保抽取式衛生紙,0.279,包,包,Taiwan EPA,TW,Taiwan Local,2020,正隆股份有限公司竹北廠,1,環保抽取式衛生紙 包 台灣 環保署,環保抽取式衛生紙 | 包 | 0.279,0,Taiwan EPA,2020,
抽取式衛生紙,0.402,包,包,Taiwan EPA,TW,Taiwan Local,2020,正隆股份有限公司竹北廠,1,抽取式衛生紙 包 台灣 環保署,抽取式衛生紙 | 包 | 0.402,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
環保抽取式擦手紙巾,0.739,包,包,Taiwan EPA,TW,Taiwan Local,2020,正隆股份有限公司竹北廠,1,環保抽取式擦手紙巾 包 台灣 環保署,環保抽取式擦手紙巾 | 包 | 0.739,0,Taiwan EPA,2020,
廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠),0.3,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,惠民實業股份有限公司,1,廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠) m3 台灣 環保署,廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠) | m3 | 0.3,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,中欣行股份有限公司,1,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠) m3 台灣 環保署,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠) | m3 | 0.553,1,MOENV CFP | Taiwan EPA,2020,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
廢(污)水處理服務(羅東地區水資源回收中心),0.34,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,山林水環境工程股份有限公司,1,廢(污)水處理服務(羅東地區水資源回收中心) m3 台灣 環保署,廢(污)水處理服務(羅東地區水資源回收中心) | m3 | 0.34,0,Taiwan EPA,2020,
