_name_key,_unit_key,_factor_key,duplicate_group_rows,duplicate_sources,duplicate_years,duplicate_source_depts,duplicate_group_key
單結晶矽電池太陽光電模組(60片6吋)-半切割型(120子片),piece,377.0,1,MOENV CFP,2023,經濟部標準檢驗局,單結晶矽電池太陽光電模組(60片6吋)-半切割型(120子片) | piece | 377.0
原（物）料-石油焦(Petroleum coke use) CO2排放係數（公噸/公噸石油焦）,t,1700.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,原（物）料-石油焦(Petroleum coke use) CO2排放係數（公噸/公噸石油焦） | t | 1700.0
反式全氟萘烷（Perfluorodecalin (trans) ） / E-C10F18 溫暖化潛勢,kg,6290.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,反式全氟萘烷（Perfluorodecalin (trans) ） / E-C10F18 溫暖化潛勢 | kg | 6290.0
合成金紅石(>90 % 二氧化鈦)(Synthetic rutile) CO2排放係數（公噸/公噸產品）,t,1430.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,合成金紅石(>90 % 二氧化鈦)(Synthetic rutile) CO2排放係數（公噸/公噸產品） | t | 1430.0
單壓工廠- 中壓Single medium pressure plants N2O排放係數（公斤/公噸硝酸）,t,8.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,單壓工廠- 中壓Single medium pressure plants N2O排放係數（公斤/公噸硝酸） | t | 8.0
單壓工廠- 低壓Single low pressure plants N2O排放係數（公斤/公噸硝酸）,t,5.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,單壓工廠- 低壓Single low pressure plants N2O排放係數（公斤/公噸硝酸） | t | 5.0
單壓工廠- 高壓Single high pressure plants N2O排放係數（公斤/公噸硝酸）,t,9.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,單壓工廠- 高壓Single high pressure plants N2O排放係數（公斤/公噸硝酸） | t | 9.0
單晶矽太陽能電池,piece,3.53,1,MOENV CFP,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,單晶矽太陽能電池 | piece | 3.53
單晶矽太陽能電池,片,3.53,1,Taiwan EPA,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,單晶矽太陽能電池 | 片 | 3.53
單結晶矽電池(6吋),piece,5.9,1,MOENV CFP,2022,經濟部標準檢驗局,單結晶矽電池(6吋) | piece | 5.9
單結晶矽電池(6吋),片,5.9,1,Taiwan EPA,2022,經濟部標準檢驗局,單結晶矽電池(6吋) | 片 | 5.9
單結晶矽電池BIPV鋼板太陽光電模組(24片6吋),piece,182.0,1,MOENV CFP,2022,經濟部標準檢驗局,單結晶矽電池BIPV鋼板太陽光電模組(24片6吋) | piece | 182.0
單結晶矽電池BIPV鋼板太陽光電模組(24片6吋),片,182.0,1,Taiwan EPA,2022,經濟部標準檢驗局,單結晶矽電池BIPV鋼板太陽光電模組(24片6吋) | 片 | 182.0
單結晶矽電池太陽光電模組(60片6吋),piece,418.0,1,MOENV CFP,2019,經濟部標準檢驗局,單結晶矽電池太陽光電模組(60片6吋) | piece | 418.0
單結晶矽電池太陽光電模組(60片6吋),片,418.0,1,Taiwan EPA,2019,經濟部標準檢驗局,單結晶矽電池太陽光電模組(60片6吋) | 片 | 418.0
單結晶矽電池太陽光電模組(60片6吋)-半切割型(120子片),片,377.0,1,Taiwan EPA,2023,經濟部標準檢驗局,單結晶矽電池太陽光電模組(60片6吋)-半切割型(120子片) | 片 | 377.0
國際海運貨物運輸服務(本國籍貨櫃船，歐美長程航線),每個20呎標準貨櫃-每公里(teu-km),0.0649,1,MOENV CFP,2022,環境部,國際海運貨物運輸服務(本國籍貨櫃船，歐美長程航線) | 每個20呎標準貨櫃-每公里(teu-km) | 0.0649
單結晶矽電池太陽光電模組(72片6吋),piece,465.0,1,MOENV CFP,2020,經濟部標準檢驗局,單結晶矽電池太陽光電模組(72片6吋) | piece | 465.0
單結晶矽電池太陽光電模組(72片6吋),片,465.0,1,Taiwan EPA,2020,經濟部標準檢驗局,單結晶矽電池太陽光電模組(72片6吋) | 片 | 465.0
單結晶矽電池太陽光電模組（60片6吋）,piece,413.0,1,MOENV CFP,2018,經濟部標準檢驗局,單結晶矽電池太陽光電模組（60片6吋） | piece | 413.0
單結晶矽電池太陽光電模組（60片6吋）,片,413.0,1,Taiwan EPA,2018,經濟部標準檢驗局,單結晶矽電池太陽光電模組（60片6吋） | 片 | 413.0
單結晶矽電池太陽光電模組（96片5吋）,piece,417.0,1,MOENV CFP,2018,經濟部標準檢驗局,單結晶矽電池太陽光電模組（96片5吋） | piece | 417.0
單結晶矽電池太陽光電模組（96片5吋）,片,417.0,1,Taiwan EPA,2018,經濟部標準檢驗局,單結晶矽電池太陽光電模組（96片5吋） | 片 | 417.0
四氟化碳（PFC-14） / CF4 溫暖化潛勢,kg,6630.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,四氟化碳（PFC-14） / CF4 溫暖化潛勢 | kg | 6630.0
回收乙腈和氰化氫投入生產（Acetonitrile and Hydrogen Cyanide Recovered as Product） CO2排放係數,t,790.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,回收乙腈和氰化氫投入生產（Acetonitrile and Hydrogen Cyanide Recovered as Product） CO2排放係數 | t | 790.0
固體生質燃料 / 木材/ 廢材 / Solid Biofuels / Wood/Wood Waste 固定燃燒排放係數,tj,113900.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,固體生質燃料 / 木材/ 廢材 / Solid Biofuels / Wood/Wood Waste 固定燃燒排放係數 | tj | 113900.0
國內海運貨物運輸服務(柴油動力),tkm,0.0334,1,Taiwan EPA,2016,環境部,國內海運貨物運輸服務(柴油動力) | tkm | 0.0334
國內海運貨物運輸服務(柴油動力),延噸公里(tkm),0.0334,1,MOENV CFP,2016,環境部,國內海運貨物運輸服務(柴油動力) | 延噸公里(tkm) | 0.0334
國內海運貨物運輸服務(燃料油動力),tkm,0.0354,1,Taiwan EPA,2016,環境部,國內海運貨物運輸服務(燃料油動力) | tkm | 0.0354
國內海運貨物運輸服務(燃料油動力),延噸公里(tkm),0.0354,1,MOENV CFP,2016,環境部,國內海運貨物運輸服務(燃料油動力) | 延噸公里(tkm) | 0.0354
國際海運貨物運輸服務(本國籍貨櫃船，歐美長程航線),piece,0.0649,1,Taiwan EPA,2022,環境部,國際海運貨物運輸服務(本國籍貨櫃船，歐美長程航線) | piece | 0.0649
廢棄物固化清理服務(南部科學工業園區-台南園區),公噸(mt),649.1,1,MOENV CFP,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物固化清理服務(南部科學工業園區-台南園區) | 公噸(mt) | 649.1
廢棄物掩埋清理服務(南部科學工業園區-台南園區),公噸(mt),7.07,1,MOENV CFP,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物掩埋清理服務(南部科學工業園區-台南園區) | 公噸(mt) | 7.07
矽金屬（Si） CH4排放係數（公斤/公噸產品）,t,1.2,1,CCA GHG Factor Table,2024,環境部氣候變遷署,矽金屬（Si） CH4排放係數（公斤/公噸產品） | t | 1.2
柴油(於固定源使用，2012),l,3.42,1,Taiwan EPA,2014,環境部,柴油(於固定源使用，2012) | l | 3.42
柴油 / Gas/ Diesel 移動燃燒 CO2 排放係數,tj,74100.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,柴油 / Gas/ Diesel 移動燃燒 CO2 排放係數 | tj | 74100.0
柴油 / Gas/Diesel Oil 固定燃燒排放係數,tj,74343.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,柴油 / Gas/Diesel Oil 固定燃燒排放係數 | tj | 74343.0
柴油(於公路運輸移動源使用，2016),l,3.38,1,Taiwan EPA,2018,環境部,柴油(於公路運輸移動源使用，2016) | l | 3.38
柴油(於公路運輸移動源使用，2016),公升(l),3.38,1,MOENV CFP,2018,環境部,柴油(於公路運輸移動源使用，2016) | 公升(l) | 3.38
柴油(於公路運輸移動源使用，2017),l,3.38,1,Taiwan EPA,2019,環境部,柴油(於公路運輸移動源使用，2017) | l | 3.38
柴油(於公路運輸移動源使用，2017),公升(l),3.38,1,MOENV CFP,2019,環境部,柴油(於公路運輸移動源使用，2017) | 公升(l) | 3.38
柴油(於公路運輸移動源使用，2018),l,3.37,1,Taiwan EPA,2020,環境部,柴油(於公路運輸移動源使用，2018) | l | 3.37
柴油(於公路運輸移動源使用，2018),公升(l),3.37,1,MOENV CFP,2020,環境部,柴油(於公路運輸移動源使用，2018) | 公升(l) | 3.37
柴油(於公路運輸移動源使用，2019),l,3.38,1,Taiwan EPA,2021,環境部,柴油(於公路運輸移動源使用，2019) | l | 3.38
柴油(於公路運輸移動源使用，2019),公升(l),3.38,1,MOENV CFP,2021,環境部,柴油(於公路運輸移動源使用，2019) | 公升(l) | 3.38
柴油(於公路運輸移動源使用，2020),l,3.38,1,Taiwan EPA,2022,環境部,柴油(於公路運輸移動源使用，2020) | l | 3.38
柴油(於公路運輸移動源使用，2020),公升(l),3.38,1,MOENV CFP,2022,環境部,柴油(於公路運輸移動源使用，2020) | 公升(l) | 3.38
柴油(於公路運輸移動源使用，2021),l,3.32,1,Taiwan EPA,2023,環境部,柴油(於公路運輸移動源使用，2021) | l | 3.32
柴油(於公路運輸移動源使用，2021),公升(l),3.32,1,MOENV CFP,2023,環境部,柴油(於公路運輸移動源使用，2021) | 公升(l) | 3.32
柴油(於固定源使用，2012),公升(l),3.42,1,MOENV CFP,2014,環境部,柴油(於固定源使用，2012) | 公升(l) | 3.42
木炭 / Charcoal 固定燃燒排放係數,tj,118660.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,木炭 / Charcoal 固定燃燒排放係數 | tj | 118660.0
柴油(於固定源使用，2013),l,3.46,1,Taiwan EPA,2015,環境部,柴油(於固定源使用，2013) | l | 3.46
柴油(於固定源使用，2013),公升(l),3.46,1,MOENV CFP,2015,環境部,柴油(於固定源使用，2013) | 公升(l) | 3.46
柴油(於固定源使用，2014),l,3.45,1,Taiwan EPA,2016,環境部,柴油(於固定源使用，2014) | l | 3.45
柴油(於固定源使用，2014),公升(l),3.45,1,MOENV CFP,2016,環境部,柴油(於固定源使用，2014) | 公升(l) | 3.45
柴油(於固定源使用，2015),l,3.45,1,Taiwan EPA,2017,環境部,柴油(於固定源使用，2015) | l | 3.45
柴油(於固定源使用，2015),公升(l),3.45,1,MOENV CFP,2017,環境部,柴油(於固定源使用，2015) | 公升(l) | 3.45
柴油(於固定源使用，2016),l,3.35,1,Taiwan EPA,2018,環境部,柴油(於固定源使用，2016) | l | 3.35
柴油(於固定源使用，2016),公升(l),3.35,1,MOENV CFP,2018,環境部,柴油(於固定源使用，2016) | 公升(l) | 3.35
柴油(於固定源使用，2017),l,3.35,1,Taiwan EPA,2019,環境部,柴油(於固定源使用，2017) | l | 3.35
柴油(於固定源使用，2017),公升(l),3.35,1,MOENV CFP,2019,環境部,柴油(於固定源使用，2017) | 公升(l) | 3.35
柴油(於固定源使用，2018),l,3.34,1,Taiwan EPA,2020,環境部,柴油(於固定源使用，2018) | l | 3.34
柴油(於固定源使用，2018),公升(l),3.34,1,MOENV CFP,2020,環境部,柴油(於固定源使用，2018) | 公升(l) | 3.34
柴油(於固定源使用，2019),l,3.35,1,Taiwan EPA,2021,環境部,柴油(於固定源使用，2019) | l | 3.35
柴油(於固定源使用，2019),公升(l),3.35,1,MOENV CFP,2021,環境部,柴油(於固定源使用，2019) | 公升(l) | 3.35
柴油 / Gas / Diesel Oil 移動燃燒 CH4/N2O 排放係數,tj,1142.7,1,CCA GHG Factor Table,2024,環境部氣候變遷署,柴油 / Gas / Diesel Oil 移動燃燒 CH4/N2O 排放係數 | tj | 1142.7
有機廢棄物免發酵轉化肥料處理服務,公噸(mt),48.3,1,MOENV CFP,2017,經濟部中小企業處、葉山環保生物科技股份有限公司,有機廢棄物免發酵轉化肥料處理服務 | 公噸(mt) | 48.3
廢棄物清除處理服務(南部科學工業園區-台南園區),mt,715.79,1,Taiwan EPA,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物清除處理服務(南部科學工業園區-台南園區) | mt | 715.79
廢水處理排放服務(南部科學工業園區管理局-台南園區),公噸(mt),0.77,1,MOENV CFP,2014,南部科學工業園區管理局,廢水處理排放服務(南部科學工業園區管理局-台南園區) | 公噸(mt) | 0.77
廢棄物清除處理服務(南部科學工業園區-台南園區),公噸(mt),715.79,1,MOENV CFP,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物清除處理服務(南部科學工業園區-台南園區) | 公噸(mt) | 715.79
廢棄物焚化清理服務(南部科學工業園區-台南園區),mt,737.14,1,Taiwan EPA,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物焚化清理服務(南部科學工業園區-台南園區) | mt | 737.14
廢棄物焚化清理服務(南部科學工業園區-台南園區),公噸(mt),737.14,1,MOENV CFP,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物焚化清理服務(南部科學工業園區-台南園區) | 公噸(mt) | 737.14
廢棄物焚化處理服務(岡山垃圾焚化廠),mt,360.0,1,Taiwan EPA,2020,環境部,廢棄物焚化處理服務(岡山垃圾焚化廠) | mt | 360.0
廢棄物焚化處理服務(岡山垃圾焚化廠),公噸(mt),360.0,1,MOENV CFP,2020,環境部,廢棄物焚化處理服務(岡山垃圾焚化廠) | 公噸(mt) | 360.0
廢棄物焚化處理服務(臺南市城西垃圾焚化廠),mt,333.0,1,Taiwan EPA,2017,臺南市城西垃圾焚化廠、臺南市政府環境保護局,廢棄物焚化處理服務(臺南市城西垃圾焚化廠) | mt | 333.0
廢棄物焚化處理服務(臺南市城西垃圾焚化廠),公噸(mt),333.0,1,MOENV CFP,2017,臺南市城西垃圾焚化廠、臺南市政府環境保護局,廢棄物焚化處理服務(臺南市城西垃圾焚化廠) | 公噸(mt) | 333.0
廢棄物焚化處理服務(臺南市永康垃圾資源回收(焚化)廠),mt,327.0,1,Taiwan EPA,2017,臺南市永康垃圾資源回收(焚化)廠、臺南市政府環境保護局,廢棄物焚化處理服務(臺南市永康垃圾資源回收(焚化)廠) | mt | 327.0
廢棄物焚化處理服務(臺南市永康垃圾資源回收(焚化)廠),公噸(mt),327.0,1,MOENV CFP,2017,臺南市永康垃圾資源回收(焚化)廠、臺南市政府環境保護局,廢棄物焚化處理服務(臺南市永康垃圾資源回收(焚化)廠) | 公噸(mt) | 327.0
廢棄物焚化處理服務(苗栗縣垃圾焚化廠),mt,340.0,1,Taiwan EPA,2018,環境部、裕鼎股份有限公司,廢棄物焚化處理服務(苗栗縣垃圾焚化廠) | mt | 340.0
廢棄物焚化處理服務(苗栗縣垃圾焚化廠),公噸(mt),340.0,1,MOENV CFP,2018,環境部、裕鼎股份有限公司,廢棄物焚化處理服務(苗栗縣垃圾焚化廠) | 公噸(mt) | 340.0
廢棄物物化清理服務(南部科學工業園區-台南園區),mt,122.78,1,Taiwan EPA,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物物化清理服務(南部科學工業園區-台南園區) | mt | 122.78
廢棄物物化清理服務(南部科學工業園區-台南園區),公噸(mt),122.78,1,MOENV CFP,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物物化清理服務(南部科學工業園區-台南園區) | 公噸(mt) | 122.78
廢水處理排放服務(南部科學工業園區管理局-台南園區),mt,0.77,1,Taiwan EPA,2014,南部科學工業園區管理局,廢水處理排放服務(南部科學工業園區管理局-台南園區) | mt | 0.77
廢水處理排放服務(南部科學工業園區管理局-高雄園區),mt,0.61,1,Taiwan EPA,2014,南部科學工業園區管理局,廢水處理排放服務(南部科學工業園區管理局-高雄園區) | mt | 0.61
有機廢棄物免發酵轉化肥料處理服務,mt,48.3,1,Taiwan EPA,2017,經濟部中小企業處、葉山環保生物科技股份有限公司,有機廢棄物免發酵轉化肥料處理服務 | mt | 48.3
廢水處理排放服務(南部科學工業園區管理局-高雄園區),公噸(mt),0.61,1,MOENV CFP,2014,南部科學工業園區管理局,廢水處理排放服務(南部科學工業園區管理局-高雄園區) | 公噸(mt) | 0.61
廢油 / Waste Oils 固定燃燒排放係數,tj,75200.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,廢油 / Waste Oils 固定燃燒排放係數 | tj | 75200.0
廢溶劑蒸餾回收處理服務,kg,0.212,1,Taiwan EPA,2020,環境部,廢溶劑蒸餾回收處理服務 | kg | 0.212
"慣用蒸汽重組（Lurgi Mega甲醇製程）(Conventional Steam Reforming, Lurgi Mega Methanol Process) CO2排放係數（公噸/公噸甲醇）",t,310.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"慣用蒸汽重組（Lurgi Mega甲醇製程）(Conventional Steam Reforming, Lurgi Mega Methanol Process) CO2排放係數（公噸/公噸甲醇） | t | 310.0"
"慣用蒸汽重組（Lurgi低壓製程）(Conventional Steam Reforming, Lurgi Low Pressure Process) CO2排放係數（公噸/公噸甲醇）",t,267.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"慣用蒸汽重組（Lurgi低壓製程）(Conventional Steam Reforming, Lurgi Low Pressure Process) CO2排放係數（公噸/公噸甲醇） | t | 267.0"
"慣用蒸汽重組（Lurgi慣用製程）(Conventional Steam Reforming, Lurgi Conventional process) CO2排放係數（公噸/公噸甲醇）",t,385.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"慣用蒸汽重組（Lurgi慣用製程）(Conventional Steam Reforming, Lurgi Conventional process) CO2排放係數（公噸/公噸甲醇） | t | 385.0"
"慣用蒸汽重組（不含初級重組）（預設過程及以天然氣為原料）(Conventional Steam Reforming, without primary reformer)(Default Process and Natural Gas Default Feedstock) CO2排放係數（公噸/公噸甲醇）",t,670.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"慣用蒸汽重組（不含初級重組）（預設過程及以天然氣為原料）(Conventional Steam Reforming, without primary reformer)(Default Process and Natural Gas Default Feedstock) CO2排放係數（公噸/公噸甲醇） | t | 670.0"
"慣用蒸汽重組（含初級重組）(Conventional Steam Reforming, with primary reformer) CO2排放係數（公噸/公噸甲醇）",t,497.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"慣用蒸汽重組（含初級重組）(Conventional Steam Reforming, with primary reformer) CO2排放係數（公噸/公噸甲醇） | t | 497.0"
慣用蒸汽重組（整合氨氣生產）(Conventional Steam Reforming with integrated ammonia production) CO2排放係數（公噸/公噸甲醇）,t,1020.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,慣用蒸汽重組（整合氨氣生產）(Conventional Steam Reforming with integrated ammonia production) CO2排放係數（公噸/公噸甲醇） | t | 1020.0
旋轉窯 (Waelz Kiln) CO2排放係數（公噸/公噸鋅）,t,3660.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,旋轉窯 (Waelz Kiln) CO2排放係數（公噸/公噸鋅） | t | 3660.0
普通甲類市區公車運輸服務(包含營業據點及公車站點排放),pkm,0.0767,1,Taiwan EPA,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,普通甲類市區公車運輸服務(包含營業據點及公車站點排放) | pkm | 0.0767
普通甲類市區公車運輸服務(包含營業據點及公車站點排放),延人公里(pkm),0.0767,1,MOENV CFP,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,普通甲類市區公車運輸服務(包含營業據點及公車站點排放) | 延人公里(pkm) | 0.0767
有害事業廢棄物固化處理服務,mt,130.0,1,Taiwan EPA,2020,環境部,有害事業廢棄物固化處理服務 | mt | 130.0
